fcc_bulk,twin_HCP,IhDh_spine,Ihcenter,Dh_notch_edge,surface111,surface100,IhDh_edge,edge_111_100,edge_111_111,Dh_notch_vertex,IhDh_vertex,tetrahedral_edge,TO_vertex,CO_vertex,Unknown,Temp,Ag,Cu,Pd,Au
1.0,4.0,0.0,0.0,3.0,7.0,1.0,13.0,0.0,4.0,16.0,4.0,0.0,2.0,1.0,144.0,810.0,1.0,0.0,0.0,0.0
37.0,35.0,5.0,0.0,10.0,38.0,3.0,20.0,12.0,8.0,10.0,2.0,0.0,20.0,0.0,0.0,450.0,1.0,0.0,0.0,0.0
37.0,37.0,4.0,0.0,8.0,35.0,5.0,17.0,19.0,2.0,13.0,1.0,0.0,18.0,0.0,4.0,475.0,1.0,0.0,0.0,0.0
0.0,5.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,5.0,13.0,8.0,0.0,9.0,0.0,147.0,790.0,1.0,0.0,0.0,0.0
37.0,35.0,5.0,0.0,10.0,38.0,3.0,20.0,12.0,8.0,10.0,2.0,0.0,20.0,0.0,0.0,400.0,1.0,0.0,0.0,0.0
1.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,9.0,6.0,0.0,7.0,0.0,160.0,850.0,1.0,0.0,0.0,0.0
2.0,7.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,15.0,6.0,0.0,8.0,1.0,149.0,875.0,1.0,0.0,0.0,0.0
35.0,35.0,5.0,0.0,5.0,33.0,6.0,20.0,8.0,7.0,9.0,2.0,0.0,17.0,1.0,17.0,750.0,1.0,0.0,0.0,0.0
35.0,37.0,5.0,0.0,6.0,35.0,4.0,22.0,13.0,6.0,6.0,2.0,0.0,18.0,0.0,11.0,760.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,6.0,33.0,7.0,22.0,16.0,3.0,8.0,2.0,0.0,17.0,0.0,8.0,725.0,1.0,0.0,0.0,0.0
35.0,37.0,5.0,0.0,6.0,31.0,6.0,22.0,15.0,2.0,8.0,2.0,0.0,15.0,0.0,16.0,700.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,8.0,34.0,5.0,22.0,18.0,2.0,9.0,2.0,0.0,17.0,0.0,5.0,625.0,1.0,0.0,0.0,0.0
0.0,6.0,2.0,0.0,3.0,3.0,0.0,14.0,1.0,0.0,10.0,6.0,0.0,5.0,0.0,150.0,780.0,1.0,0.0,0.0,0.0
67.0,12.0,0.0,0.0,0.0,49.0,3.0,0.0,21.0,9.0,6.0,0.0,0.0,24.0,0.0,9.0,650.0,1.0,0.0,0.0,0.0
2.0,3.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,3.0,18.0,7.0,0.0,6.0,0.0,150.0,800.0,1.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,3.0,1.0,0.0,6.0,1.0,1.0,14.0,7.0,0.0,3.0,0.0,154.0,820.0,1.0,0.0,0.0,0.0
8.0,2.0,4.0,0.0,3.0,7.0,0.0,12.0,1.0,1.0,16.0,4.0,1.0,4.0,1.0,136.0,850.0,1.0,0.0,0.0,0.0
37.0,37.0,4.0,0.0,8.0,35.0,5.0,17.0,19.0,2.0,13.0,1.0,0.0,18.0,0.0,4.0,600.0,1.0,0.0,0.0,0.0
3.0,3.0,2.0,0.0,2.0,3.0,1.0,5.0,3.0,3.0,21.0,6.0,0.0,6.0,0.0,142.0,840.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,6.0,32.0,7.0,22.0,16.0,0.0,8.0,2.0,0.0,20.0,0.0,9.0,625.0,1.0,0.0,0.0,0.0
0.0,4.0,1.0,1.0,1.0,5.0,0.0,12.0,1.0,4.0,12.0,7.0,0.0,5.0,0.0,147.0,830.0,1.0,0.0,0.0,0.0
34.0,38.0,4.0,0.0,2.0,32.0,9.0,18.0,13.0,3.0,10.0,1.0,0.0,16.0,0.0,20.0,770.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,8.0,34.0,4.0,22.0,16.0,4.0,8.0,2.0,0.0,16.0,0.0,8.0,725.0,1.0,0.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,12.0,7.0,1.0,4.0,0.0,163.0,790.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,8.0,34.0,5.0,22.0,18.0,2.0,9.0,2.0,0.0,17.0,0.0,5.0,650.0,1.0,0.0,0.0,0.0
37.0,37.0,4.0,0.0,8.0,35.0,5.0,17.0,19.0,2.0,13.0,1.0,0.0,18.0,0.0,4.0,425.0,1.0,0.0,0.0,0.0
37.0,37.0,4.0,0.0,8.0,35.0,5.0,17.0,19.0,2.0,13.0,1.0,0.0,18.0,0.0,4.0,325.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,300.0,1.0,0.0,0.0,0.0
37.0,35.0,5.0,0.0,10.0,38.0,3.0,20.0,12.0,8.0,10.0,2.0,0.0,20.0,0.0,0.0,450.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,400.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,550.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,375.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,3.0,10.0,10.0,0.0,5.0,0.0,159.0,810.0,1.0,0.0,0.0,0.0
0.0,6.0,4.0,0.0,2.0,9.0,0.0,12.0,0.0,4.0,12.0,9.0,0.0,7.0,0.0,135.0,875.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,675.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,350.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,500.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,5.0,22.0,17.0,2.0,7.0,2.0,0.0,19.0,0.0,7.0,475.0,1.0,0.0,0.0,0.0
5.0,7.0,1.0,0.0,1.0,2.0,0.0,10.0,1.0,2.0,11.0,7.0,0.0,5.0,0.0,148.0,780.0,1.0,0.0,0.0,0.0
36.0,37.0,5.0,0.0,7.0,34.0,6.0,23.0,20.0,4.0,7.0,2.0,0.0,14.0,0.0,5.0,760.0,1.0,0.0,0.0,0.0
35.0,36.0,5.0,0.0,5.0,26.0,8.0,17.0,12.0,1.0,8.0,2.0,0.0,20.0,1.0,24.0,750.0,1.0,0.0,0.0,0.0
37.0,35.0,5.0,0.0,10.0,38.0,3.0,20.0,12.0,8.0,10.0,2.0,0.0,20.0,0.0,0.0,525.0,1.0,0.0,0.0,0.0
37.0,36.0,5.0,0.0,8.0,34.0,5.0,21.0,18.0,2.0,10.0,2.0,0.0,18.0,1.0,3.0,575.0,1.0,0.0,0.0,0.0
34.0,38.0,5.0,0.0,4.0,29.0,8.0,23.0,19.0,2.0,7.0,2.0,0.0,11.0,1.0,17.0,700.0,1.0,0.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,480.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,600.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,5.0,0.0,28.0,5.0,0.0,1.0,6.0,0.0,1.0,0.0,23.0,540.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,360.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,380.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,520.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,400.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,1.0,0.0,3.0,1.0,11.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,74.0,770.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,89.0,790.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,78.0,800.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,580.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,650.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,440.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,340.0,0.0,1.0,0.0,0.0
10.0,15.0,3.0,0.0,10.0,10.0,0.0,5.0,10.0,0.0,15.0,1.0,0.0,20.0,0.0,1.0,320.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,6.0,0.0,3.0,0.0,77.0,680.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,630.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,82.0,725.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,560.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,79.0,690.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,85.0,700.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,420.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,460.0,0.0,1.0,0.0,0.0
10.0,15.0,3.0,0.0,10.0,10.0,0.0,5.0,10.0,0.0,15.0,1.0,0.0,20.0,0.0,1.0,300.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,640.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,660.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,620.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,500.0,0.0,1.0,0.0,0.0
0.0,5.0,5.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,50.0,670.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,81.0,780.0,0.0,1.0,0.0,0.0
0.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,76.0,750.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,500.0,0.0,1.0,0.0,0.0
0.0,15.0,15.0,1.0,0.0,6.0,0.0,24.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,620.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,460.0,0.0,1.0,0.0,0.0
0.0,3.0,4.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,57.0,790.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,400.0,0.0,1.0,0.0,0.0
0.0,10.0,12.0,1.0,0.0,4.0,0.0,23.0,2.0,0.0,6.0,8.0,0.0,1.0,0.0,33.0,660.0,0.0,1.0,0.0,0.0
0.0,4.0,6.0,0.0,0.0,5.0,0.0,23.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,47.0,670.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,74.0,750.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,520.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,420.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,440.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,600.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,480.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,650.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,540.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,300.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,77.0,725.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,380.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,2.0,0.0,87.0,780.0,0.0,1.0,0.0,0.0
0.0,14.0,14.0,1.0,0.0,6.0,0.0,17.0,2.0,0.0,12.0,5.0,0.0,3.0,1.0,25.0,640.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,6.0,0.0,2.0,0.0,78.0,770.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,340.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,580.0,0.0,1.0,0.0,0.0
0.0,2.0,4.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,50.0,700.0,0.0,1.0,0.0,0.0
2.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,5.0,0.0,70.0,690.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,320.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,680.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,360.0,0.0,1.0,0.0,0.0
0.0,3.0,3.0,0.0,0.0,5.0,0.0,20.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,59.0,630.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,560.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,84.0,800.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,460.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,360.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,690.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,640.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,660.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,480.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,85.0,700.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,9.0,0.0,1.0,0.0,75.0,670.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,380.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,320.0,0.0,1.0,0.0,0.0
0.0,6.0,5.0,0.0,1.0,7.0,0.0,24.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,48.0,725.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,4.0,10.0,0.0,1.0,0.0,77.0,780.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,540.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,620.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,340.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,560.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,500.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,580.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,420.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,600.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,440.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,300.0,0.0,1.0,0.0,0.0
0.0,2.0,2.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,68.0,680.0,0.0,1.0,0.0,0.0
0.0,14.0,16.0,1.0,0.0,6.0,0.0,28.0,4.0,0.0,1.0,7.0,0.0,2.0,0.0,21.0,400.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,91.0,800.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,520.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,7.0,4.0,0.0,1.0,0.0,77.0,770.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,76.0,750.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,1.0,0.0,85.0,650.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,79.0,790.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,53.0,630.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,300.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,375.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,99.0,780.0,0.0,1.0,0.0,0.0
0.0,2.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,83.0,720.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,4.0,1.0,2.0,0.0,97.0,760.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,500.0,0.0,1.0,0.0,0.0
1.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,91.0,740.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,98.0,750.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,550.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,101.0,800.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,700.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,350.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,625.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,650.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,94.0,790.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,99.0,770.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,325.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,680.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,575.0,0.0,1.0,0.0,0.0
31.0,7.0,0.0,0.0,0.0,21.0,3.0,0.0,18.0,0.0,6.0,0.0,0.0,24.0,0.0,6.0,670.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,450.0,0.0,1.0,0.0,0.0
0.0,12.0,9.0,0.0,0.0,8.0,0.0,27.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,45.0,690.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,600.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,475.0,0.0,1.0,0.0,0.0
0.0,20.0,18.0,1.0,0.0,10.0,0.0,35.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,525.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,102.0,730.0,0.0,1.0,0.0,0.0
0.0,5.0,8.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,400.0,0.0,1.0,0.0,0.0
0.0,3.0,2.0,0.0,0.0,5.0,0.0,18.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,81.0,710.0,0.0,1.0,0.0,0.0
